company,ticker,link
Orbital Sciences Corporation,ORB,https://www.wikipedia.org/wiki/Orbital_Sciences_Corporation
Orient Express Hotels Ltd.,BEL,https://www.wikipedia.org/wiki/Belmond_Ltd.
Orix Corporation,IX,https://www.wikipedia.org/wiki/Orix
"Ormat Technologies, Inc.",ORA,https://www.wikipedia.org/wiki/Ormat_Industries
Oshkosh Corporation,OSK,https://www.wikipedia.org/wiki/Oshkosh_Corporation
Owens & Minor Inc.,OMI,https://www.wikipedia.org/wiki/Owens_%26_Minor
Owens Corning,OC,https://www.wikipedia.org/wiki/Owens_Corning
Owens Illinois Inc.,OI,https://www.wikipedia.org/wiki/Owens-Illinois
Oxford Industries Inc.,OXM,https://www.wikipedia.org/wiki/Oxford_Industries
Pall Corporation,PLL,https://www.wikipedia.org/wiki/Pall_Corporation
"Palo Alto Networks, Inc.",PANW,https://www.wikipedia.org/wiki/Palo_Alto_Networks
Pampa Energía S.A.,PAM,https://www.wikipedia.org/wiki/Pampa_Energ%C3%ADa
"Pandora Media, Inc.",P,https://www.wikipedia.org/wiki/Pandora_Radio
PAR Technology Corporation,PAR,https://www.wikipedia.org/w/index.php?title=PAR_Technology_Corporation&action=edit&redlink=1
Park Electrochemical Corporation,PKE,https://www.wikipedia.org/wiki/Park_Electrochemical_Corp
Parker Hannifin Corporation,PH,https://www.wikipedia.org/wiki/Parker_Hannifin
"Paycom Software, Inc.",PAYC,https://www.wikipedia.org/wiki/Paycom
PBF Energy Inc.,PBF,https://www.wikipedia.org/wiki/PBF_Energy
Peabody Energy Corporation,BTU,https://www.wikipedia.org/wiki/Peabody_Energy
Pearson plc,PSO,https://www.wikipedia.org/wiki/Pearson_PLC
Pembina Pipeline Corporation,PBA,https://www.wikipedia.org/wiki/Pembina_Pipeline
Pengrowth Energy Corporation,PGH,https://www.wikipedia.org/wiki/Pengrowth_Energy
Penn Virginia Corporation,PVA,https://www.wikipedia.org/wiki/Penn_Virginia
Penn West Petroleum Ltd.,PWE,https://www.wikipedia.org/wiki/Penn_West_Exploration
Pennsylvania Real Estate Investment Trust,PEI,https://www.wikipedia.org/wiki/Pennsylvania_Real_Estate_Investment_Trust
"PennyMac Financial Services, Inc.",PFSI,https://www.wikipedia.org/wiki/PennyMac_Loan_Services
"Penske Automotive Group, Inc.",PAG,https://www.wikipedia.org/wiki/Penske_Automotive_Group
"Pentair, Ltd.",PNR,https://www.wikipedia.org/wiki/Pentair
Pep Boys Manny Moe & Jack,PBY,https://www.wikipedia.org/wiki/Pep_Boys
"Pepco Holdings, Inc.",POM,https://www.wikipedia.org/wiki/Pepco_Holdings
PepsiCo Inc.,PEP,https://www.wikipedia.org/wiki/PepsiCo
"PerkinElmer, Inc.",PKI,https://www.wikipedia.org/wiki/PerkinElmer
Permian Basin Royalty Trust,PBT,https://www.wikipedia.org/wiki/Permian_Basin_Royalty_Trust
Perrigo Company PLC,PRGO,https://www.wikipedia.org/wiki/Perrigo
Petrobras - Petroleo Brasileiro S.A.,PBR,https://www.wikipedia.org/wiki/Petrobras
Petrobras Argentina S.A.,PZE,https://www.wikipedia.org/wiki/Petrobras_Argentina
PetroChina Company Limited,PTR,https://www.wikipedia.org/wiki/PetroChina
Petroleum & Resources Corporation,PEO,https://www.wikipedia.org/wiki/Petroleum_%26_Resources_Corporation
Pfizer Inc.,PFE,https://www.wikipedia.org/wiki/Pfizer
PG&E Corporation,PCG,https://www.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company
PharMerica Corporation,PMC,https://www.wikipedia.org/wiki/PharMerica
PHH Corporation,PHH,https://www.wikipedia.org/wiki/PHH_Corporation
Philip Morris International Inc.,PM,https://www.wikipedia.org/wiki/Philip_Morris_International
Philippine Long Distance Telephone Co.,PHI,https://www.wikipedia.org/wiki/Philippine_Long_Distance_Telephone_Company
Phillips 66,PSX,https://www.wikipedia.org/wiki/Phillips_66
"The Phoenix Companies, Inc.",PNX,https://www.wikipedia.org/wiki/The_Phoenix_Companies
Piedmont Natural Gas Co Inc.,PNY,https://www.wikipedia.org/wiki/Piedmont_Natural_Gas
Pier 1 Imports Inc.,PIR,https://www.wikipedia.org/wiki/Pier_1_Imports
"Pinnacle Entertainment, Inc.",PNK,https://www.wikipedia.org/wiki/Pinnacle_Entertainment
"Pinnacle Foods, Inc.",PF,https://www.wikipedia.org/wiki/Pinnacle_Foods
Pinnacle West Capital Corporation,PNW,https://www.wikipedia.org/wiki/Arizona_Public_Service
Pioneer Natural Resources Company,PXD,https://www.wikipedia.org/wiki/Pioneer_Natural_Resources
Piper Sandler Companies,PIPR,https://www.wikipedia.org/wiki/Piper_Sandler
Pitney Bowes Inc.,PBI,https://www.wikipedia.org/wiki/Pitney_Bowes
"Plains All American Pipeline, L.P.",PAA,https://www.wikipedia.org/wiki/Plains_All_American_Pipeline
Plantronics Inc.,PLT,https://www.wikipedia.org/wiki/Plantronics
Platform Specialty Products Corporation,PAH,https://www.wikipedia.org/wiki/Platform_Specialty_Products_Corporation
"Plum Creek Timber Company, Inc.",PCL,https://www.wikipedia.org/wiki/Plum_Creek_Timber
"The PNC Financial Services Group, Inc.",PNC,https://www.wikipedia.org/wiki/PNC_Financial_Services
"PNM Resources, Inc.",PNM,https://www.wikipedia.org/wiki/PNM_Resources
Polaris Industries Inc.,PII,https://www.wikipedia.org/wiki/Polaris_Industries
PolyOne Corporation,POL,https://www.wikipedia.org/wiki/PolyOne_Corporation
Portland General Electric Company,POR,https://www.wikipedia.org/wiki/Portland_General_Electric
Portugal Telecom SGPS SA,PT,https://www.wikipedia.org/wiki/Portugal_Telecom
POSCO,PKX,https://www.wikipedia.org/wiki/POSCO
"Post Holdings, Inc.",POST,https://www.wikipedia.org/wiki/Post_Foods
Post Properties Inc.,PPS,https://www.wikipedia.org/wiki/Post_Properties
Potash Corporation of Saskatchewan Inc.,POT,https://www.wikipedia.org/wiki/Potash_Corporation_of_Saskatchewan
"PPG Industries, Inc.",PPG,https://www.wikipedia.org/wiki/PPG_Industries
PPL Corporation,PPL,https://www.wikipedia.org/wiki/PPL_Corporation
"Praxair, Inc.",PX,https://www.wikipedia.org/wiki/Praxair
Precision Drilling Trust,PDS,https://www.wikipedia.org/wiki/Precision_Drilling
"Prestige Brands Holdings, Inc.",PBH,https://www.wikipedia.org/wiki/Prestige_Brands
"Primerica, Inc.",PRI,https://www.wikipedia.org/wiki/Primerica
"Principal Financial Group, Inc.",PFG,https://www.wikipedia.org/wiki/Principal_Financial_Group
ProAssurance Corporation,PRA,https://www.wikipedia.org/wiki/ProAssurance
Procter & Gamble Co.,PG,https://www.wikipedia.org/wiki/Procter_%26_Gamble
Progressive Corporation,PGR,https://www.wikipedia.org/wiki/Progressive_Corporation
Progressive Waste Solutions Ltd.,BIN,https://www.wikipedia.org/wiki/Progressive_Waste_Solutions
"Prologis, Inc.",PLD,https://www.wikipedia.org/wiki/Prologis
"Promotora de Informaciones, S.A.",PRIS,https://www.wikipedia.org/wiki/PRISA
"Prosperity Bancshares, Inc",PB,https://www.wikipedia.org/wiki/Prosperity_Bancshares
Protective Life Corporation,PL,https://www.wikipedia.org/wiki/Protective_Life
"Proto Labs, Inc.",PRLB,https://www.wikipedia.org/wiki/Proto_Labs
"Provident Financial Services, Inc.",PFS,https://www.wikipedia.org/wiki/Provident_Bank_of_New_Jersey
Prudential plc,PUK,https://www.wikipedia.org/wiki/Prudential_plc
"Prudential Financial, Inc.",PFK,https://www.wikipedia.org/wiki/Prudential_Financial
P.T. Telekomunikasi Indonesia,TLK,https://www.wikipedia.org/wiki/Telkom_Indonesia
Public Service Enterprise Group Inc.,PEG,https://www.wikipedia.org/wiki/Public_Service_Enterprise_Group
Public Storage,PSA,https://www.wikipedia.org/wiki/Public_Storage
"PulteGroup, Inc.",PHM,https://www.wikipedia.org/wiki/Pulte_Homes
PVH Corp.,PVH,https://www.wikipedia.org/wiki/PVH_(company)
"Pzena Investment Management, Inc.",PZN,https://www.wikipedia.org/wiki/Pzena_Investment_Management
Qiagen N.V.,QGEN,https://www.wikipedia.org/wiki/Qiagen
"Quad/Graphics, Inc.",QUAD,https://www.wikipedia.org/wiki/Quad_(company)
Quaker Chemical Corporation,KWR,https://www.wikipedia.org/wiki/Quaker_Chemical_Corporation
Quanta Services Inc.,PWR,https://www.wikipedia.org/wiki/Quanta_Services
QuantumScape Corporation,QS,https://www.wikipedia.org/wiki/QuantumScape
Quest Diagnostics Incorporated,DGX,https://www.wikipedia.org/wiki/Quest_Diagnostics
Quotient Technology Inc.,QUOT,https://www.wikipedia.org/wiki/Quotient_Technology
"QVC, Inc.",QVCC,https://www.wikipedia.org/wiki/QVC
Qwest Corporation,CTBB,https://www.wikipedia.org/wiki/Qwest_Corporation
Radian Group,RDN,https://www.wikipedia.org/wiki/Radian_Group
Ralph Lauren Corporation,RL,https://www.wikipedia.org/wiki/Ralph_Lauren_Corporation
RPT Realty,RPT,https://www.wikipedia.org/wiki/RPT_Realty
Range Resources,RRC,https://www.wikipedia.org/wiki/Range_Resources
Raymond James Financial,RJF,https://www.wikipedia.org/wiki/Raymond_James_Financial
Raymond James Financial,RJD,https://www.wikipedia.org/wiki/Raymond_James_Financial
Rayonier,RYN,https://www.wikipedia.org/wiki/Rayonier
Rayonier Advanced Materials,RYAM,https://www.wikipedia.org/wiki/Rayonier_Advanced_Materials
RE/MAX,RMAX,https://www.wikipedia.org/wiki/RE/MAX
RealD,RLD,https://www.wikipedia.org/wiki/RealD
Realogy,RLGY,https://www.wikipedia.org/wiki/Realogy
Realty Income Corporation,O,https://www.wikipedia.org/wiki/Realty_Income_Corporation
Red Lion Hotels Corporation,RLH,https://www.wikipedia.org/wiki/Red_Lion_Hotels_Corporation
Redwire Corporation,RDW,https://www.wikipedia.org/wiki/Redwire_Corporation
Regal-Beloit,RBC,https://www.wikipedia.org/wiki/Regal-Beloit
Regal Entertainment Group,RGC,https://www.wikipedia.org/wiki/Regal_Entertainment_Group
Regency Centers Corporation,REG,https://www.wikipedia.org/wiki/Regency_Centers_Corporation
Regions Financial Corporation,RF,https://www.wikipedia.org/wiki/Regions_Financial_Corporation
Regis Corporation,RGS,https://www.wikipedia.org/wiki/Regis_Corporation
Reinsurance Group of America,RGA,https://www.wikipedia.org/wiki/Reinsurance_Group_of_America
Reliance Steel & Aluminum Co.,RS,https://www.wikipedia.org/wiki/Reliance_Steel_%26_Aluminum_Co.
ReneSola,SOL,https://www.wikipedia.org/w/index.php?title=ReneSola&action=edit&redlink=1
Renren,RENN,https://www.wikipedia.org/wiki/Renren
Rentech,RNF,https://www.wikipedia.org/wiki/Rentech
Republic Services,RSG,https://www.wikipedia.org/wiki/Republic_Services
ResMed,RMD,https://www.wikipedia.org/wiki/ResMed
Resolute Forest Products,RFP,https://www.wikipedia.org/wiki/Resolute_Forest_Products
Restoration Hardware,RH,https://www.wikipedia.org/wiki/Restoration_Hardware
Restaurant Brands International,QSR,https://www.wikipedia.org/wiki/Restaurant_Brands_International
Revlon,REV,https://www.wikipedia.org/wiki/Revlon
REX American Resources,REX,https://www.wikipedia.org/wiki/REX_American_Resources
Rexnord Corporation,RXN,https://www.wikipedia.org/wiki/Rexnord_Corporation
Reynolds American,RAI,https://www.wikipedia.org/wiki/Reynolds_American
RingCentral,RNG,https://www.wikipedia.org/wiki/RingCentral
Rio Alto Mining,RIOM,https://www.wikipedia.org/wiki/Rio_Alto_Mining
Rio Tinto Group,RIO,https://www.wikipedia.org/wiki/Rio_Tinto_Group
Ritchie Bros. Auctioneers,RBA,https://www.wikipedia.org/wiki/Ritchie_Bros._Auctioneers
Rite Aid,RAD,https://www.wikipedia.org/wiki/Rite_Aid
RLI Corp,RLI,https://www.wikipedia.org/wiki/RLI_Corp.
Robert Half International,RHI,https://www.wikipedia.org/wiki/Robert_Half_International
Roblox Corporation,RBLX,https://www.wikipedia.org/wiki/Roblox_Corporation
Rocket Companies,RKT,https://www.wikipedia.org/wiki/Rocket_Companies
Rockwell Automation,ROK,https://www.wikipedia.org/wiki/Rockwell_Automation
Rockwell Collins,COL,https://www.wikipedia.org/wiki/Rockwell_Collins
Rogers Corporation,ROG,https://www.wikipedia.org/wiki/Rogers_Corporation
Rogers Communications,RCI,https://www.wikipedia.org/wiki/Rogers_Communications
Rollins Inc.,ROL,https://www.wikipedia.org/wiki/Rollins_Inc.
Roper Industries,ROP,https://www.wikipedia.org/wiki/Roper_Industries
Rosetta Stone Inc.,RST,https://www.wikipedia.org/wiki/Rosetta_Stone_(company)
Roundy's,RNDY,https://www.wikipedia.org/wiki/Roundy%27s
Royal Bank of Canada,RY,https://www.wikipedia.org/wiki/Royal_Bank_of_Canada
Royal Bank of Scotland,RBS,https://www.wikipedia.org/wiki/Royal_Bank_of_Scotland
Royal Caribbean Group,RCL,https://www.wikipedia.org/wiki/Royal_Caribbean_Group
Royal Dutch Shell,RDS.A,https://www.wikipedia.org/wiki/Royal_Dutch_Shell
RPM International,RPM,https://www.wikipedia.org/wiki/RPM_International
RTI International Metals,RTI,https://www.wikipedia.org/wiki/RTI_International_Metals
Rubicon Project,RUBI,https://www.wikipedia.org/wiki/Rubicon_Project
Ruckus Wireless,RKUS,https://www.wikipedia.org/wiki/Ruckus_Wireless
"Rudolph Technologies, Inc.",RTEC,"https://www.wikipedia.org/wiki/Rudolph_Technologies,_Inc."
Ryder,R,https://www.wikipedia.org/wiki/Ryder
Ryman Hospitality Properties,RHP,https://www.wikipedia.org/wiki/Ryman_Hospitality_Properties
Safeway Inc.,SWY,https://www.wikipedia.org/wiki/Safeway_Inc.
"salesforce.com, inc.",CRM,https://www.wikipedia.org/wiki/Salesforce.com
"Sally Beauty Holdings, Inc.",SBH,https://www.wikipedia.org/wiki/Sally_Beauty_Holdings
"SandRidge Energy, Inc.",SD,https://www.wikipedia.org/wiki/SandRidge_Energy
Sanofi,SNY,https://www.wikipedia.org/wiki/Sanofi
SAP SE,SAP,https://www.wikipedia.org/wiki/SAP_SE
Sasol Limited,SSL,https://www.wikipedia.org/wiki/Sasol
SCANA Corporation,SCG,https://www.wikipedia.org/wiki/SCANA
Schlumberger Limited,SLB,https://www.wikipedia.org/wiki/Schlumberger
Science Applications International Corporation,SAIC,https://www.wikipedia.org/wiki/Science_Applications_International_Corporation
Scorpio Bulkers Inc.,SALT,https://www.wikipedia.org/wiki/Eneti_(company)
Scorpio Tankers Inc.,STNG,https://www.wikipedia.org/wiki/Scorpio_Tankers
The Scotts Miracle-Gro Company,SMG,https://www.wikipedia.org/wiki/The_Scotts_Miracle-Gro_Company
"Scripps Networks Interactive, Inc.",SNI,https://www.wikipedia.org/wiki/Scripps_Networks_Interactive
Seabridge Gold Inc.,SA,https://www.wikipedia.org/wiki/Seabridge_Gold
SEACOR Holdings Inc.,CKH,https://www.wikipedia.org/wiki/SEACOR_Holdings
Seadrill Limited,SDRL,https://www.wikipedia.org/wiki/Seadrill
Sealed Air Corporation,SEE,https://www.wikipedia.org/wiki/Sealed_Air
"SeaWorld Entertainment, Inc.",SEAS,https://www.wikipedia.org/wiki/SeaWorld_Entertainment
Select Medical Holdings Corporation,SEM,https://www.wikipedia.org/wiki/Select_Medical
"Selective Insurance Group, Inc.",SGZA,https://www.wikipedia.org/w/index.php?title=Selective_Insurance&action=edit&redlink=1
Semiconductor Manufacturing International Corporation,SMI,https://www.wikipedia.org/wiki/Semiconductor_Manufacturing_International_Corporation
Sempra Energy,SRE,https://www.wikipedia.org/wiki/Sempra_Energy
Sensient Technologies Corporation,SXT,https://www.wikipedia.org/wiki/Sensient_Technologies
Sequans Communications S.A.,SQNS,https://www.wikipedia.org/wiki/Sequans
Service Corporation International,SCI,https://www.wikipedia.org/wiki/Service_Corporation_International
"ServiceNow, Inc.",NOW,https://www.wikipedia.org/wiki/ServiceNow
Sesa Sterlite Limited,SSLT,https://www.wikipedia.org/wiki/Sesa_Sterlite_Limited
Shaw Communications Inc.,SJR,https://www.wikipedia.org/wiki/Shaw_Communications
Sherwin Williams Co.,SHW,https://www.wikipedia.org/wiki/Sherwin-Williams
Shinhan Financial Group,SHG,https://www.wikipedia.org/wiki/Shinhan_Bank
"Shutterstock, Inc.",SSTK,https://www.wikipedia.org/wiki/Shutterstock
Signet Jewelers Limited,SIG,https://www.wikipedia.org/wiki/Signet_Jewelers
"Silver Spring Networks, Inc.",SSNI,https://www.wikipedia.org/wiki/Silver_Spring_Networks
Silver Wheaton Corp.,SLW,https://www.wikipedia.org/wiki/Silver_Wheaton
Silvercorp Metals Inc.,SVM,https://www.wikipedia.org/wiki/Silvercorp_Metals
"Simon Property Group, Inc.",SPG,https://www.wikipedia.org/wiki/Simon_Property_Group
Sinopec Shanghai Petrochemical Company Limited,SHI,https://www.wikipedia.org/wiki/Shanghai_Petrochemical
Site Centers,SITC,https://www.wikipedia.org/w/index.php?title=Site_Centers&action=edit&redlink=1
Six Flags Entertainment Corporation,SIX,https://www.wikipedia.org/wiki/Six_Flags
"SK Telecom Co., Ltd.",SKM,https://www.wikipedia.org/wiki/SK_Telecom
"SKECHERS USA, Inc.",SKX,https://www.wikipedia.org/wiki/Skechers
SL Green Realty Corporation,SLG,https://www.wikipedia.org/wiki/SL_Green_Realty
SL Green Realty Corp.,SLG.PRI,https://www.wikipedia.org/wiki/SL_Green_Realty
SM Energy Company,SM,https://www.wikipedia.org/wiki/SM_Energy
Smith & Nephew plc,SNN,https://www.wikipedia.org/wiki/Smith_%26_Nephew
Snap On Inc.,SNA,https://www.wikipedia.org/wiki/Snap-on
Sociedad Química y Minera de Chile S.A.,SQM,https://www.wikipedia.org/wiki/Sociedad_Qu%C3%ADmica_y_Minera
"SolarWinds, Inc.",SWI,https://www.wikipedia.org/wiki/SolarWinds
"Solera Holdings, Inc.",SLH,https://www.wikipedia.org/wiki/Solera_Holdings
Sonic Automotive Inc.,SAH,https://www.wikipedia.org/wiki/Sonic_Automotive
Sonoco Products Co.,SON,https://www.wikipedia.org/wiki/Sonoco
Sony Corporation,SNE,https://www.wikipedia.org/wiki/Sony
Sotheby's,BID,https://www.wikipedia.org/wiki/Sotheby%27s
South Jersey Industries Inc.,SJI,https://www.wikipedia.org/wiki/South_Jersey_Industries
Southern Company,SO,https://www.wikipedia.org/wiki/Southern_Company
Southern Copper Corporation,SCCO,https://www.wikipedia.org/wiki/Southern_Copper_Corporation
Southwest Airlines Co.,LUV,https://www.wikipedia.org/wiki/Southwest_Airlines
Southwest Gas Corporation,SWX,https://www.wikipedia.org/wiki/Southwest_Gas
Southwestern Energy Co.,SWN,https://www.wikipedia.org/wiki/Southwestern_Energy
Sovran Self Storage Inc.,SSS,https://www.wikipedia.org/wiki/Uncle_Bob%27s_Self_Storage
"Spansion, Inc.",CODE,https://www.wikipedia.org/wiki/Spansion
Spectra Energy Corp,SE,https://www.wikipedia.org/wiki/Spectra_Energy
"Spectrum Brand Holdings, Inc.",SPB,https://www.wikipedia.org/wiki/Spectrum_Brands
"Speedway Motorsports, Inc.",TRK,https://www.wikipedia.org/wiki/Speedway_Motorsports
"Spirit AeroSystems Holdings, Inc.",SPR,https://www.wikipedia.org/wiki/Spirit_AeroSystems
Sprague Resources LP,SRLP,https://www.wikipedia.org/w/index.php?title=Sprague_Resources_LP&action=edit&redlink=1
"Springleaf Holdings, Inc.",LEAF,https://www.wikipedia.org/wiki/Springleaf
Sprint Corporation,S,https://www.wikipedia.org/wiki/Sprint_Corporation
SPX Corporation,SPW,https://www.wikipedia.org/wiki/SPX_Corporation
St Joe Co.,JOE,https://www.wikipedia.org/wiki/St._Joe_Company
"St. Jude Medical, Inc.",STJ,https://www.wikipedia.org/wiki/St._Jude_Medical
"Stage Stores, Inc.",SSI,https://www.wikipedia.org/wiki/Stage_Stores_Inc.
"StanCorp Financial Group, Inc.",SFG,https://www.wikipedia.org/wiki/StanCorp_Financial_Group
"Standard Motor Products, Inc.",SMP,https://www.wikipedia.org/wiki/Standard_Motor_Products
"Stanley Black & Decker, Inc.",SWK,https://www.wikipedia.org/wiki/Stanley_Black_%26_Decker
Stantec Inc.,STN,https://www.wikipedia.org/wiki/Stantec
Starrett L S Co.,SCX,https://www.wikipedia.org/wiki/L._S._Starrett_Company
State Street Corporation,STT,https://www.wikipedia.org/wiki/State_Street_Corporation
Statoil ASA,STO,https://www.wikipedia.org/wiki/Statoil
Steelcase Inc.,SCS,https://www.wikipedia.org/wiki/Steelcase
Stepan Co.,SCL,https://www.wikipedia.org/wiki/Stepan_Company
Sterling Bancorp,STL,https://www.wikipedia.org/wiki/Sterling_Bancorp
Stewart Information Services Corporation,STC,https://www.wikipedia.org/wiki/Stewart_Information_Services_Corporation
Stifel Financial Corporation,SF,https://www.wikipedia.org/wiki/Stifel
Stillwater Mining Company,SWC,https://www.wikipedia.org/wiki/Stillwater_Mining_Company
STMicroelectronics NV,STM,https://www.wikipedia.org/wiki/STMicroelectronics
Stone Energy Corporation,SGY,https://www.wikipedia.org/wiki/Stone_Energy_Corporation
"Stride, Inc.",LRN,"https://www.wikipedia.org/wiki/Stride,_Inc."
Stryker Corporation,SYK,https://www.wikipedia.org/wiki/Stryker_Corporation
"Sturm, Ruger & Company Inc.",RGR,"https://www.wikipedia.org/wiki/Sturm,_Ruger_%26_Co."
"Sumitomo Mitsui Financial Group, Inc.",SMFG,https://www.wikipedia.org/wiki/Sumitomo_Mitsui_Financial_Group
Sun Communities Inc.,SUI,https://www.wikipedia.org/wiki/Sun_Communities
"Sun Life Financial, Inc.",SLF,https://www.wikipedia.org/wiki/Sun_Life_Financial
Suncor Energy Inc.,SU,https://www.wikipedia.org/wiki/Suncor_Energy
"SunEdison, Inc.",SUNE,https://www.wikipedia.org/wiki/SunEdison
"Sunoco Logistics Partners, L.P.",SXL,"https://www.wikipedia.org/wiki/Sunoco_Logistics_Partners,_L.P."
Suntrust Banks Inc.,STI,https://www.wikipedia.org/wiki/SunTrust_Banks
Supervalu Inc.,SVU,https://www.wikipedia.org/wiki/SuperValu_(United_States)
Susser Holdings Corporation,SUSS,https://www.wikipedia.org/wiki/Stripes_Convenience_Stores
Swift Transportation Company,SWFT,https://www.wikipedia.org/wiki/Swift_Transportation
Symetra Financial Corporation,SYA,https://www.wikipedia.org/wiki/Symetra
Syngenta AG,SYT,https://www.wikipedia.org/wiki/Syngenta
SYNNEX Corporation,SNX,https://www.wikipedia.org/wiki/Synnex
Synovus Financial Corp.,SNV,https://www.wikipedia.org/wiki/Synovus
SYSCO Corporation,SYY,https://www.wikipedia.org/wiki/Sysco
Systemax Inc.,SYX,https://www.wikipedia.org/wiki/Systemax
Taiwan Semiconductor Manufacturing Company Ltd.,TSM,https://www.wikipedia.org/wiki/TSMC
Takeda Pharmaceutical Company Limited,TAK,https://www.wikipedia.org/wiki/Takeda_Pharmaceutical_Company
TAL Education Group,TAL,https://www.wikipedia.org/wiki/TAL_Education_Group
Talos Energy Inc.,TALO,https://www.wikipedia.org/wiki/Talos_Energy
"Tanger Factory Outlet Centers, Inc.",SKT,https://www.wikipedia.org/wiki/Tanger_Factory_Outlet_Centers
"Tapestry, Inc.",TPR,"https://www.wikipedia.org/wiki/Tapestry,_Inc."
Targa Resources Corp.,TRGP,https://www.wikipedia.org/wiki/Targa_Resources
Target Corporation,TGT,https://www.wikipedia.org/wiki/Target_Corporation
Taro Pharmaceutical Industries Ltd.,TARO,https://www.wikipedia.org/wiki/Taro_Pharmaceuticals
Taylor Morrison Home Corporation,TMHC,https://www.wikipedia.org/wiki/Taylor_Morrison
TD SYNNEX Corporation,SNX,https://www.wikipedia.org/wiki/TD_Synnex
TE Connectivity Ltd.,TEL,https://www.wikipedia.org/wiki/TE_Connectivity
TechnipFMC plc,FTI,https://www.wikipedia.org/wiki/TechnipFMC
Teck Resources Limited,TECK,https://www.wikipedia.org/wiki/Teck_Resources
Teekay Corporation,TK,https://www.wikipedia.org/wiki/Teekay
Tegna Inc.,TGNA,https://www.wikipedia.org/wiki/Tegna_Inc.
Tejon Ranch Co.,TRC,https://www.wikipedia.org/wiki/Tejon_Ranch
"Teladoc Health, Inc.",TDOC,https://www.wikipedia.org/wiki/Teladoc_Health
Telecom Argentina S.A.,TEO,https://www.wikipedia.org/wiki/Telecom_Argentina
Teledyne Technologies Incorporated,TDY,https://www.wikipedia.org/wiki/Teledyne_Technologies
Teleflex Inc.,TFX,https://www.wikipedia.org/wiki/Teleflex
Telefónica S.A.,TEF,https://www.wikipedia.org/wiki/Telef%C3%B3nica
Telefônica Brasil S.A.,VIV,https://www.wikipedia.org/wiki/Telef%C3%B4nica_Brasil
"Telephone and Data Systems, Inc.",TDS,https://www.wikipedia.org/wiki/Telephone_and_Data_Systems
Telekomunikasi Indonesia (Persero) Tbk,TLK,https://www.wikipedia.org/wiki/Telkom_Indonesia
Telus Corporation,TU,https://www.wikipedia.org/wiki/Telus_Corporation
Telus International (CDA) Inc.,TIXT,https://www.wikipedia.org/wiki/Telus_International
"Tempur Sealy International, Inc.",TPX,https://www.wikipedia.org/wiki/Tempur_Sealy_International
Tenaris S.A.,TS,https://www.wikipedia.org/wiki/Tenaris
Tencent Music Entertainment Group,TME,https://www.wikipedia.org/wiki/Tencent_Music
Tenet Healthcare Corporation,THC,https://www.wikipedia.org/wiki/Tenet_Healthcare
Tennant Company,TNC,https://www.wikipedia.org/wiki/Tennant_Company
Teradata Corporation,TDC,https://www.wikipedia.org/wiki/Teradata
Terex Corporation,TEX,https://www.wikipedia.org/wiki/Terex
Ternium S.A.,TX,https://www.wikipedia.org/wiki/Ternium
Teva Pharmaceutical Industries Ltd.,TEVA,https://www.wikipedia.org/wiki/Teva_Pharmaceutical_Industries
Texas Pacific Land Corporation,TPL,https://www.wikipedia.org/wiki/Texas_Pacific_Land_Corporation
Textainer Group Holdings Limited,TGH,https://www.wikipedia.org/wiki/Textainer_Group_Holdings
Textron Inc,TXT,https://www.wikipedia.org/wiki/Textron
TFI International Inc.,TFII,https://www.wikipedia.org/wiki/TFI_International
Thermo Fisher Scientific Inc.,TMO,https://www.wikipedia.org/wiki/Thermo_Fisher_Scientific
Thomson Reuters Corporation,TRI,https://www.wikipedia.org/wiki/Thomson_Reuters
"Thor Industries, Inc.",THO,https://www.wikipedia.org/wiki/Thor_Industries
Tidewater Inc.,TDW,https://www.wikipedia.org/wiki/Tidewater_(marine_services)
"Tillys, Inc.",TLYS,https://www.wikipedia.org/wiki/Tillys
The Timken Company,TKR,https://www.wikipedia.org/wiki/Timken_Company
"Titan International, Inc.",TWI,https://www.wikipedia.org/wiki/Titan_Tire_Corporation
TJX Companies Inc.,TJX,https://www.wikipedia.org/wiki/TJX_Companies
"Toast, Inc.",TOST,"https://www.wikipedia.org/wiki/Toast,_Inc."
Toll Brothers Inc.,TOL,https://www.wikipedia.org/wiki/Toll_Brothers
Tootsie Roll Industries Inc.,TR,https://www.wikipedia.org/wiki/Tootsie_Roll_Industries
Topgolf Callaway Brands Corp.,MODG,https://www.wikipedia.org/wiki/Callaway_Golf_Company
The Toro Company,TTC,https://www.wikipedia.org/wiki/The_Toro_Company
Toronto-Dominion Bank,TD,https://www.wikipedia.org/wiki/Toronto-Dominion_Bank
Torrid Holdings Inc.,CURV,https://www.wikipedia.org/wiki/Torrid_(clothing_retailer)
TotalEnergies SE,TTE,https://www.wikipedia.org/wiki/TotalEnergies
"Townsquare Media, Inc.",TSQ,https://www.wikipedia.org/wiki/Townsquare_Media
Toyota Motor Corporation,TM,https://www.wikipedia.org/wiki/Toyota
Trane Technologies plc,TT,https://www.wikipedia.org/wiki/Trane_Technologies
TransAlta Corporation,TAC,https://www.wikipedia.org/wiki/TransAlta
TransDigm Group Incorporated,TDG,https://www.wikipedia.org/wiki/TransDigm_Group
Transocean Ltd.,RIG,https://www.wikipedia.org/wiki/Transocean
